sitename,date,ecoli_value (MPN/100mL)
Ohau at Kimberley Rd,2023-11-13 00:00:00,216
Ohau at Kimberley Rd,2023-11-20 00:00:00,422
Ohau at Kimberley Rd,2023-11-27 00:00:00,41
Ohau at Kimberley Rd,2023-12-04 00:00:00,132
Ohau at Kimberley Rd,2023-12-11 00:00:00,171
Ohau at Kimberley Rd,2023-12-18 00:00:00,158
Ohau at Kimberley Rd,2023-12-27 00:00:00,156
Ohau at Kimberley Rd,2024-01-03 00:00:00,
Ohau at Kimberley Rd,2024-01-08 00:00:00,31
Ohau at Kimberley Rd,2024-01-15 00:00:00,246
Ohau at Kimberley Rd,2024-01-23 00:00:00,816
Ohau at Kimberley Rd,2024-01-29 00:00:00,197
Ohau at Kimberley Rd,2024-02-05 00:00:00,75
Ohau at Kimberley Rd,2024-02-12 00:00:00,63
Ohau at Kimberley Rd,2024-02-19 00:00:00,135
Ohau at Kimberley Rd,2024-02-26 00:00:00,187
Ohau at Kimberley Rd,2024-03-04 00:00:00,313
Ohau at Kimberley Rd,2024-03-11 00:00:00,228
Ohau at Kimberley Rd,2024-03-18 00:00:00,420
Ohau at Kimberley Rd,2024-03-25 00:00:00,331
Ohau at Kimberley Rd,2024-04-02 00:00:00,243
Ohau at Kimberley Rd,2024-04-08 00:00:00,74
Ohau at Kimberley Rd,2024-04-15 00:00:00,116
Ohau at Kimberley Rd,2024-04-22 00:00:00,110
Ohau at Kimberley Rd,2024-11-04 00:00:00,63
Ohau at Kimberley Rd,2024-11-11 00:00:00,109
Ohau at Kimberley Rd,2024-11-18 00:00:00,41
Ohau at Kimberley Rd,2024-11-25 00:00:00,84
Ohau at Kimberley Rd,2024-12-02 00:00:00,
Ohau at Kimberley Rd,2024-12-09 00:00:00,1624
Ohau at Kimberley Rd,2024-12-16 00:00:00,183
Ohau at Kimberley Rd,2024-12-23 00:00:00,269
Ohau at Kimberley Rd,2024-12-30 00:00:00,185
Ohau at Kimberley Rd,2025-01-06 00:00:00,41
Ohau at Kimberley Rd,2025-01-13 00:00:00,20
Ohau at Kimberley Rd,2025-01-21 00:00:00,41
Ohau at Kimberley Rd,2025-01-27 00:00:00,561
Ohau at Kimberley Rd,2025-02-03 00:00:00,368
Ohau at Kimberley Rd,2025-02-10 00:00:00,187
Ohau at Kimberley Rd,2025-02-17 00:00:00,110
Ohau at Kimberley Rd,2025-02-24 00:00:00,161
Ohau at Kimberley Rd,2025-03-03 00:00:00,
Ohau at Kimberley Rd,2025-03-04 00:00:00,313
Ohau at Kimberley Rd,2025-03-10 00:00:00,173
Ohau at Kimberley Rd,2025-03-17 00:00:00,175
Ohau at Kimberley Rd,2025-03-24 00:00:00,146
Ohau at Kimberley Rd,2025-03-31 00:00:00,120
Ohau at Kimberley Rd,2025-04-07 00:00:00,168
Ohau at Kimberley Rd,2025-04-14 00:00:00,110
Ohau at Kimberley Rd,2025-04-22 00:00:00,109
Ohau at Kimberley Rd,2025-04-28 00:00:00,146
Ohau at Kimberley Rd,2025-11-04 00:00:00,10
Ohau at Kimberley Rd,2025-11-11 00:00:00,384
Ohau at Kimberley Rd,2025-11-18 00:00:00,
Ohau at Kimberley Rd,2025-11-25 00:00:00,41
Ohau at Kimberley Rd,2025-12-02 00:00:00,97
Ohau at Kimberley Rd,2025-12-09 00:00:00,122
Ohau at Kimberley Rd,2025-12-16 00:00:00,20
Ohau at Kimberley Rd,2025-12-22 00:00:00,84
Ohau at Kimberley Rd,2025-12-29 00:00:00,52
Ohau at Kimberley Rd,2026-01-07 00:00:00,75
Ohau at Kimberley Rd,2026-01-13 00:00:00,41
Ohau at Kimberley Rd,2026-01-21 00:00:00,96
Ohau at Kimberley Rd,2026-01-27 00:00:00,246
Ohau at Kimberley Rd,2026-02-03 00:00:00,148
Ohau at Kimberley Rd,2026-02-10 00:00:00,130
Ohau at Kimberley Rd,2026-02-17 00:00:00,262
Ohau at Kimberley Rd,2026-02-24 00:00:00,41
Ohau at Kimberley Rd,2026-03-03 00:00:00,85
Ohau at Kimberley Rd,2026-03-11 00:00:00,52
Ohau at Kimberley Rd,2026-03-17 00:00:00,85
Ohau at Kimberley Rd,2026-03-24 00:00:00,122
Ohau at Kimberley Rd,2026-03-31 00:00:00,262
Ohau at Kimberley Rd,2026-04-08 00:00:00,75
Ohau at Kimberley Rd,2026-04-14 00:00:00,1178
Ohau at Kimberley Rd,2026-04-21 00:00:00,226
Ohau at Kimberley Rd,2026-04-29 00:00:00,63
Ohau at Muhunoa East Rd,2016-11-30 00:00:00,740
Ohau at Muhunoa East Rd,2016-12-07 00:00:00,80
Ohau at Muhunoa East Rd,2016-12-13 00:00:00,58
Ohau at Muhunoa East Rd,2016-12-20 00:00:00,75
Ohau at Muhunoa East Rd,2016-12-29 00:00:00,2500
Ohau at Muhunoa East Rd,2017-01-05 00:00:00,12
Ohau at Muhunoa East Rd,2017-01-10 00:00:00,260
Ohau at Muhunoa East Rd,2017-01-17 00:00:00,54
Ohau at Muhunoa East Rd,2017-01-25 00:00:00,54
Ohau at Muhunoa East Rd,2017-01-31 00:00:00,44
Ohau at Muhunoa East Rd,2017-02-08 00:00:00,39
Ohau at Muhunoa East Rd,2017-02-14 00:00:00,44
Ohau at Muhunoa East Rd,2017-02-21 00:00:00,80
Ohau at Muhunoa East Rd,2017-02-28 00:00:00,39
Ohau at Muhunoa East Rd,2017-03-07 00:00:00,68
Ohau at Muhunoa East Rd,2017-03-14 00:00:00,120
Ohau at Muhunoa East Rd,2017-03-21 00:00:00,120
Ohau at Muhunoa East Rd,2017-03-28 00:00:00,84
Ohau at Muhunoa East Rd,2017-04-04 00:00:00,490
Ohau at Muhunoa East Rd,2017-04-11 00:00:00,25
Ohau at Muhunoa East Rd,2017-04-19 00:00:00,44
Ohau at Muhunoa East Rd,2017-04-27 00:00:00,68
Ohau at Muhunoa East Rd,2017-11-06 00:00:00,20
Ohau at Muhunoa East Rd,2017-11-12 00:00:00,20
Ohau at Muhunoa East Rd,2017-11-21 00:00:00,10
Ohau at Muhunoa East Rd,2017-11-29 00:00:00,109
Ohau at Muhunoa East Rd,2017-12-03 00:00:00,384
Ohau at Muhunoa East Rd,2017-12-12 00:00:00,75
Ohau at Muhunoa East Rd,2017-12-18 00:00:00,73
Ohau at Muhunoa East Rd,2017-12-27 00:00:00,132
Ohau at Muhunoa East Rd,2018-01-03 00:00:00,218
Ohau at Muhunoa East Rd,2018-01-08 00:00:00,203
Ohau at Muhunoa East Rd,2018-01-14 00:00:00,31
Ohau at Muhunoa East Rd,2018-01-24 00:00:00,75
Ohau at Muhunoa East Rd,2018-01-29 00:00:00,63
Ohau at Muhunoa East Rd,2018-02-04 00:00:00,74
Ohau at Muhunoa East Rd,2018-02-13 00:00:00,389
Ohau at Muhunoa East Rd,2018-02-19 00:00:00,41
Ohau at Muhunoa East Rd,2018-02-25 00:00:00,86
Ohau at Muhunoa East Rd,2018-03-06 00:00:00,369
Ohau at Muhunoa East Rd,2018-03-12 00:00:00,30
Ohau at Muhunoa East Rd,2018-03-18 00:00:00,20
Ohau at Muhunoa East Rd,2018-03-27 00:00:00,41
Ohau at Muhunoa East Rd,2018-04-05 00:00:00,384
Ohau at Muhunoa East Rd,2018-04-08 00:00:00,31
Ohau at Muhunoa East Rd,2018-04-15 00:00:00,107
Ohau at Muhunoa East Rd,2018-04-23 00:00:00,31
Ohau at Muhunoa East Rd,2018-11-12 00:00:00,63
Ohau at Muhunoa East Rd,2018-11-18 00:00:00,249
Ohau at Muhunoa East Rd,2018-11-26 00:00:00,712
Ohau at Muhunoa East Rd,2018-12-02 00:00:00,74
Ohau at Muhunoa East Rd,2018-12-10 00:00:00,41
Ohau at Muhunoa East Rd,2018-12-16 00:00:00,52
Ohau at Muhunoa East Rd,2018-12-24 00:00:00,
Ohau at Muhunoa East Rd,2018-12-30 00:00:00,197
Ohau at Muhunoa East Rd,2019-01-07 00:00:00,1935
Ohau at Muhunoa East Rd,2019-01-13 00:00:00,31
Ohau at Muhunoa East Rd,2019-01-22 00:00:00,20
Ohau at Muhunoa East Rd,2019-01-27 00:00:00,213
Ohau at Muhunoa East Rd,2019-02-04 00:00:00,31
Ohau at Muhunoa East Rd,2019-02-10 00:00:00,10
Ohau at Muhunoa East Rd,2019-02-18 00:00:00,10
Ohau at Muhunoa East Rd,2019-02-24 00:00:00,384
Ohau at Muhunoa East Rd,2019-03-04 00:00:00,121
Ohau at Muhunoa East Rd,2019-03-10 00:00:00,75
Ohau at Muhunoa East Rd,2019-03-17 00:00:00,235
Ohau at Muhunoa East Rd,2019-03-24 00:00:00,146
Ohau at Muhunoa East Rd,2019-04-01 00:00:00,246
Ohau at Muhunoa East Rd,2019-04-07 00:00:00,52
Ohau at Muhunoa East Rd,2019-04-15 00:00:00,20
Ohau at Muhunoa East Rd,2019-04-21 00:00:00,20
Ohau at Muhunoa East Rd,2019-04-29 00:00:00,4880
Ohau at Muhunoa East Rd,2019-11-04 00:00:00,30
Ohau at Muhunoa East Rd,2019-11-10 00:00:00,145
Ohau at Muhunoa East Rd,2019-11-18 00:00:00,216
Ohau at Muhunoa East Rd,2019-11-24 00:00:00,86
Ohau at Muhunoa East Rd,2019-12-02 00:00:00,131
Ohau at Muhunoa East Rd,2019-12-08 00:00:00,5480
Ohau at Muhunoa East Rd,2019-12-16 00:00:00,132
Ohau at Muhunoa East Rd,2019-12-22 00:00:00,86
Ohau at Muhunoa East Rd,2019-12-30 00:00:00,631
Ohau at Muhunoa East Rd,2020-01-05 00:00:00,119
Ohau at Muhunoa East Rd,2020-01-13 00:00:00,909
Ohau at Muhunoa East Rd,2020-01-19 00:00:00,63
Ohau at Muhunoa East Rd,2020-01-27 00:00:00,259
Ohau at Muhunoa East Rd,2020-02-02 00:00:00,309
Ohau at Muhunoa East Rd,2020-02-10 00:00:00,73
Ohau at Muhunoa East Rd,2020-02-16 00:00:00,86
Ohau at Muhunoa East Rd,2020-02-24 00:00:00,246
Ohau at Muhunoa East Rd,2020-03-01 00:00:00,63
Ohau at Muhunoa East Rd,2020-03-09 00:00:00,148
Ohau at Muhunoa East Rd,2020-03-15 00:00:00,52
Ohau at Muhunoa East Rd,2020-11-02 00:00:00,41
Ohau at Muhunoa East Rd,2020-11-08 00:00:00,670
Ohau at Muhunoa East Rd,2020-11-16 00:00:00,31
Ohau at Muhunoa East Rd,2020-11-22 00:00:00,2760
Ohau at Muhunoa East Rd,2020-11-30 00:00:00,199
Ohau at Muhunoa East Rd,2020-12-06 00:00:00,63
Ohau at Muhunoa East Rd,2020-12-14 00:00:00,98
Ohau at Muhunoa East Rd,2020-12-20 00:00:00,52
Ohau at Muhunoa East Rd,2020-12-28 00:00:00,52
Ohau at Muhunoa East Rd,2021-01-03 00:00:00,211
Ohau at Muhunoa East Rd,2021-01-11 00:00:00,109
Ohau at Muhunoa East Rd,2021-01-17 00:00:00,211
Ohau at Muhunoa East Rd,2021-01-26 00:00:00,41
Ohau at Muhunoa East Rd,2021-01-31 00:00:00,63
Ohau at Muhunoa East Rd,2021-02-09 00:00:00,52
Ohau at Muhunoa East Rd,2021-02-14 00:00:00,85
Ohau at Muhunoa East Rd,2021-02-22 00:00:00,52
Ohau at Muhunoa East Rd,2021-03-01 00:00:00,148
Ohau at Muhunoa East Rd,2021-03-08 00:00:00,404
Ohau at Muhunoa East Rd,2021-03-14 00:00:00,86
Ohau at Muhunoa East Rd,2021-03-28 00:00:00,74
Ohau at Muhunoa East Rd,2021-04-05 00:00:00,759
Ohau at Muhunoa East Rd,2021-04-11 00:00:00,379
Ohau at Muhunoa East Rd,2021-04-19 00:00:00,75
Ohau at Muhunoa East Rd,2021-04-25 00:00:00,109
Ohau at Muhunoa East Rd,2021-11-02 00:00:00,20
Ohau at Muhunoa East Rd,2021-11-09 00:00:00,31
Ohau at Muhunoa East Rd,2021-11-15 00:00:00,798
Ohau at Muhunoa East Rd,2021-11-23 00:00:00,86
Ohau at Muhunoa East Rd,2021-11-30 00:00:00,1333
Ohau at Muhunoa East Rd,2021-12-07 00:00:00,14100
Ohau at Muhunoa East Rd,2021-12-14 00:00:00,2187
Ohau at Muhunoa East Rd,2021-12-21 00:00:00,121
Ohau at Muhunoa East Rd,2021-12-28 00:00:00,20
Ohau at Muhunoa East Rd,2022-01-04 00:00:00,63
Ohau at Muhunoa East Rd,2022-01-11 00:00:00,110
Ohau at Muhunoa East Rd,2022-01-18 00:00:00,20
Ohau at Muhunoa East Rd,2022-01-25 00:00:00,97
Ohau at Muhunoa East Rd,2022-02-01 00:00:00,74
Ohau at Muhunoa East Rd,2022-02-08 00:00:00,243
Ohau at Muhunoa East Rd,2022-02-15 00:00:00,63
Ohau at Muhunoa East Rd,2022-02-22 00:00:00,98
Ohau at Muhunoa East Rd,2022-03-01 00:00:00,97
Ohau at Muhunoa East Rd,2022-03-08 00:00:00,41
Ohau at Muhunoa East Rd,2022-03-15 00:00:00,135
Ohau at Muhunoa East Rd,2022-03-22 00:00:00,110
Ohau at Muhunoa East Rd,2022-03-29 00:00:00,31
Ohau at Muhunoa East Rd,2022-04-05 00:00:00,119
Ohau at Muhunoa East Rd,2022-04-12 00:00:00,226
Ohau at Muhunoa East Rd,2022-04-20 00:00:00,160
Ohau at Muhunoa East Rd,2022-04-27 00:00:00,20
Ohau at Muhunoa East Rd,2022-11-01 00:00:00,20
Ohau at Muhunoa East Rd,2022-11-07 00:00:00,
Ohau at Muhunoa East Rd,2022-11-14 00:00:00,31
Ohau at Muhunoa East Rd,2022-11-21 00:00:00,602
Ohau at Muhunoa East Rd,2022-11-28 00:00:00,148
Ohau at Muhunoa East Rd,2022-12-02 00:00:00,20
Ohau at Muhunoa East Rd,2022-12-05 00:00:00,30
Ohau at Muhunoa East Rd,2022-12-12 00:00:00,86
Ohau at Muhunoa East Rd,2022-12-19 00:00:00,295
Ohau at Muhunoa East Rd,2023-01-02 00:00:00,52
Ohau at Muhunoa East Rd,2023-01-09 00:00:00,10
Ohau at Muhunoa East Rd,2023-01-16 00:00:00,20
Ohau at Muhunoa East Rd,2023-01-24 00:00:00,20
Ohau at Muhunoa East Rd,2023-01-30 00:00:00,908
Ohau at Muhunoa East Rd,2023-02-07 00:00:00,202
Ohau at Muhunoa East Rd,2023-02-13 00:00:00,52
Ohau at Muhunoa East Rd,2023-02-20 00:00:00,41
Ohau at Muhunoa East Rd,2023-02-27 00:00:00,75
Ohau at Muhunoa East Rd,2023-03-06 00:00:00,158
Ohau at Muhunoa East Rd,2023-03-13 00:00:00,414
Ohau at Muhunoa East Rd,2023-03-20 00:00:00,160
Ohau at Muhunoa East Rd,2023-03-27 00:00:00,74
Ohau at Muhunoa East Rd,2023-04-04 00:00:00,86
Ohau at Muhunoa East Rd,2023-04-11 00:00:00,20
Ohau at Muhunoa East Rd,2023-04-17 00:00:00,52
Ohau at Muhunoa East Rd,2023-04-24 00:00:00,121
Ohau at Muhunoa East Rd,2023-11-06 00:00:00,62
Ohau at Muhunoa East Rd,2023-11-13 00:00:00,52
Ohau at Muhunoa East Rd,2023-11-20 00:00:00,420
Ohau at Muhunoa East Rd,2023-11-27 00:00:00,20
Ohau at Muhunoa East Rd,2023-12-04 00:00:00,201
Ohau at Muhunoa East Rd,2023-12-11 00:00:00,160
Ohau at Muhunoa East Rd,2023-12-18 00:00:00,74
Ohau at Muhunoa East Rd,2023-12-27 00:00:00,98
Ohau at Muhunoa East Rd,2024-01-03 00:00:00,122
Ohau at Muhunoa East Rd,2024-01-08 00:00:00,41
Ohau at Muhunoa East Rd,2024-01-15 00:00:00,134
Ohau at Muhunoa East Rd,2024-01-23 00:00:00,437
Ohau at Muhunoa East Rd,2024-01-29 00:00:00,216
Ohau at Muhunoa East Rd,2024-02-05 00:00:00,
Ohau at Muhunoa East Rd,2024-02-12 00:00:00,51
Ohau at Muhunoa East Rd,2024-02-19 00:00:00,98
Ohau at Muhunoa East Rd,2024-02-26 00:00:00,86
Ohau at Muhunoa East Rd,2024-03-04 00:00:00,109
Ohau at Muhunoa East Rd,2024-03-11 00:00:00,223
Ohau at Muhunoa East Rd,2024-03-18 00:00:00,146
Ohau at Muhunoa East Rd,2024-03-25 00:00:00,146
Ohau at Muhunoa East Rd,2024-04-02 00:00:00,199
Ohau at Muhunoa East Rd,2024-04-08 00:00:00,148
Ohau at Muhunoa East Rd,2024-04-15 00:00:00,160
Ohau at Muhunoa East Rd,2024-04-22 00:00:00,134
Ohau at Muhunoa East Rd,2024-11-04 00:00:00,52
Ohau at Muhunoa East Rd,2024-11-11 00:00:00,160
Ohau at Muhunoa East Rd,2024-11-18 00:00:00,52
Ohau at Muhunoa East Rd,2024-11-25 00:00:00,110
Ohau at Muhunoa East Rd,2024-12-02 00:00:00,
Ohau at Muhunoa East Rd,2024-12-09 00:00:00,3255
Ohau at Muhunoa East Rd,2024-12-16 00:00:00,41
Ohau at Muhunoa East Rd,2024-12-23 00:00:00,161
Ohau at Muhunoa East Rd,2024-12-30 00:00:00,86
Ohau at Muhunoa East Rd,2025-01-06 00:00:00,75
Ohau at Muhunoa East Rd,2025-01-13 00:00:00,10
Ohau at Muhunoa East Rd,2025-01-21 00:00:00,10
Ohau at Muhunoa East Rd,2025-01-27 00:00:00,504
Ohau at Muhunoa East Rd,2025-02-03 00:00:00,63
Ohau at Muhunoa East Rd,2025-02-10 00:00:00,41
Ohau at Muhunoa East Rd,2025-02-17 00:00:00,63
Ohau at Muhunoa East Rd,2025-02-24 00:00:00,63
Ohau at Muhunoa East Rd,2025-03-03 00:00:00,
Ohau at Muhunoa East Rd,2025-03-04 00:00:00,75
Ohau at Muhunoa East Rd,2025-03-10 00:00:00,30
Ohau at Muhunoa East Rd,2025-03-17 00:00:00,203
Ohau at Muhunoa East Rd,2025-03-24 00:00:00,98
Ohau at Muhunoa East Rd,2025-03-31 00:00:00,121
Ohau at Muhunoa East Rd,2025-04-07 00:00:00,75
Ohau at Muhunoa East Rd,2025-04-14 00:00:00,52
Ohau at Muhunoa East Rd,2025-04-22 00:00:00,97
Ohau at Muhunoa East Rd,2025-04-28 00:00:00,31
Ohau at Muhunoa East Rd,2025-11-04 00:00:00,30
Ohau at Muhunoa East Rd,2025-11-11 00:00:00,355
Ohau at Muhunoa East Rd,2025-11-18 00:00:00,20
Ohau at Muhunoa East Rd,2025-11-25 00:00:00,63
Ohau at Muhunoa East Rd,2025-12-02 00:00:00,63
Ohau at Muhunoa East Rd,2025-12-09 00:00:00,52
Ohau at Muhunoa East Rd,2025-12-16 00:00:00,85
Ohau at Muhunoa East Rd,2025-12-22 00:00:00,52
Ohau at Muhunoa East Rd,2025-12-29 00:00:00,
Ohau at Muhunoa East Rd,2026-01-07 00:00:00,10
Ohau at Muhunoa East Rd,2026-01-13 00:00:00,52
Ohau at Muhunoa East Rd,2026-01-21 00:00:00,20
Ohau at Muhunoa East Rd,2026-01-27 00:00:00,246
Ohau at Muhunoa East Rd,2026-02-03 00:00:00,109
Ohau at Muhunoa East Rd,2026-02-10 00:00:00,73
Ohau at Muhunoa East Rd,2026-02-17 00:00:00,98
Ohau at Muhunoa East Rd,2026-02-24 00:00:00,148
Ohau at Muhunoa East Rd,2026-03-03 00:00:00,199
Ohau at Muhunoa East Rd,2026-03-11 00:00:00,86
Ohau at Muhunoa East Rd,2026-03-17 00:00:00,31
Ohau at Muhunoa East Rd,2026-03-24 00:00:00,41
Ohau at Muhunoa East Rd,2026-03-31 00:00:00,243
Ohau at Muhunoa East Rd,2026-04-08 00:00:00,63
Ohau at Muhunoa East Rd,2026-04-14 00:00:00,677
Ohau at Muhunoa East Rd,2026-04-21 00:00:00,216
Ohau at Muhunoa East Rd,2026-04-29 00:00:00,98
Ohau at State Highway Bridge,2016-11-30 00:00:00,1300
Ohau at State Highway Bridge,2016-12-07 00:00:00,34
Ohau at State Highway Bridge,2016-12-13 00:00:00,140
Ohau at State Highway Bridge,2016-12-20 00:00:00,130
Ohau at State Highway Bridge,2016-12-29 00:00:00,98
Ohau at State Highway Bridge,2017-01-05 00:00:00,64
Ohau at State Highway Bridge,2017-01-10 00:00:00,660
Ohau at State Highway Bridge,2017-01-17 00:00:00,98
Ohau at State Highway Bridge,2017-01-25 00:00:00,76
Ohau at State Highway Bridge,2017-01-31 00:00:00,110
Ohau at State Highway Bridge,2017-02-08 00:00:00,100
Ohau at State Highway Bridge,2017-02-14 00:00:00,44
Ohau at State Highway Bridge,2017-02-21 00:00:00,80
Ohau at State Highway Bridge,2017-02-28 00:00:00,99
Ohau at State Highway Bridge,2017-03-07 00:00:00,59
Ohau at State Highway Bridge,2017-03-14 00:00:00,98
Ohau at State Highway Bridge,2017-03-21 00:00:00,120
Ohau at State Highway Bridge,2017-03-28 00:00:00,95
Ohau at State Highway Bridge,2017-04-04 00:00:00,1300
Ohau at State Highway Bridge,2017-04-19 00:00:00,64
Ohau at State Highway Bridge,2017-04-27 00:00:00,69
Ohau at State Highway Bridge,2017-11-06 00:00:00,52
Ohau at State Highway Bridge,2017-11-12 00:00:00,10
Ohau at State Highway Bridge,2017-11-21 00:00:00,120
Ohau at State Highway Bridge,2017-11-29 00:00:00,98
Ohau at State Highway Bridge,2017-12-03 00:00:00,10
Ohau at State Highway Bridge,2017-12-12 00:00:00,20
Ohau at State Highway Bridge,2017-12-18 00:00:00,74
Ohau at State Highway Bridge,2017-12-27 00:00:00,187
Ohau at State Highway Bridge,2018-01-03 00:00:00,41
Ohau at State Highway Bridge,2018-01-08 00:00:00,52
Ohau at State Highway Bridge,2018-01-14 00:00:00,75
Ohau at State Highway Bridge,2018-01-24 00:00:00,120
Ohau at State Highway Bridge,2018-01-29 00:00:00,20
Ohau at State Highway Bridge,2018-02-04 00:00:00,399
Ohau at State Highway Bridge,2018-02-13 00:00:00,364
Ohau at State Highway Bridge,2018-02-19 00:00:00,148
Ohau at State Highway Bridge,2018-02-25 00:00:00,158
Ohau at State Highway Bridge,2018-03-06 00:00:00,86
Ohau at State Highway Bridge,2018-03-12 00:00:00,41
Ohau at State Highway Bridge,2018-03-18 00:00:00,41
Ohau at State Highway Bridge,2018-03-27 00:00:00,52
Ohau at State Highway Bridge,2018-04-05 00:00:00,41
Ohau at State Highway Bridge,2018-04-08 00:00:00,31
Ohau at State Highway Bridge,2018-04-15 00:00:00,74
Ohau at State Highway Bridge,2018-04-23 00:00:00,41
Ohau at State Highway Bridge,2018-11-12 00:00:00,160
Ohau at State Highway Bridge,2018-11-18 00:00:00,313
Ohau at State Highway Bridge,2018-11-26 00:00:00,1664
Ohau at State Highway Bridge,2018-12-02 00:00:00,52
Ohau at State Highway Bridge,2018-12-10 00:00:00,52
Ohau at State Highway Bridge,2018-12-16 00:00:00,20
Ohau at State Highway Bridge,2018-12-24 00:00:00,74
Ohau at State Highway Bridge,2018-12-30 00:00:00,108
Ohau at State Highway Bridge,2019-01-07 00:00:00,1989
Ohau at State Highway Bridge,2019-01-13 00:00:00,98
Ohau at State Highway Bridge,2019-01-22 00:00:00,10
Ohau at State Highway Bridge,2019-01-27 00:00:00,158
Ohau at State Highway Bridge,2019-02-04 00:00:00,120
Ohau at State Highway Bridge,2019-02-10 00:00:00,74
Ohau at State Highway Bridge,2019-02-19 00:00:00,121
Ohau at State Highway Bridge,2019-02-24 00:00:00,309
Ohau at State Highway Bridge,2019-03-04 00:00:00,52
Ohau at State Highway Bridge,2019-03-10 00:00:00,75
Ohau at State Highway Bridge,2019-03-17 00:00:00,52
Ohau at State Highway Bridge,2019-03-24 00:00:00,62
Ohau at State Highway Bridge,2019-04-01 00:00:00,253
Ohau at State Highway Bridge,2019-04-07 00:00:00,86
Ohau at State Highway Bridge,2019-04-15 00:00:00,52
Ohau at State Highway Bridge,2019-04-21 00:00:00,41
Ohau at State Highway Bridge,2019-04-29 00:00:00,9800
Ohau at State Highway Bridge,2019-11-04 00:00:00,10
Ohau at State Highway Bridge,2019-11-10 00:00:00,556
Ohau at State Highway Bridge,2019-11-18 00:00:00,512
Ohau at State Highway Bridge,2019-11-24 00:00:00,41
Ohau at State Highway Bridge,2019-12-02 00:00:00,121
Ohau at State Highway Bridge,2019-12-08 00:00:00,3650
Ohau at State Highway Bridge,2019-12-16 00:00:00,97
Ohau at State Highway Bridge,2019-12-22 00:00:00,74
Ohau at State Highway Bridge,2019-12-30 00:00:00,546
Ohau at State Highway Bridge,2020-01-05 00:00:00,75
Ohau at State Highway Bridge,2020-01-13 00:00:00,288
Ohau at State Highway Bridge,2020-01-19 00:00:00,20
Ohau at State Highway Bridge,2020-01-27 00:00:00,96
Ohau at State Highway Bridge,2020-02-02 00:00:00,203
Ohau at State Highway Bridge,2020-02-10 00:00:00,31
Ohau at State Highway Bridge,2020-02-16 00:00:00,107
Ohau at State Highway Bridge,2020-02-24 00:00:00,132
Ohau at State Highway Bridge,2020-03-01 00:00:00,63
Ohau at State Highway Bridge,2020-03-09 00:00:00,288
Ohau at State Highway Bridge,2020-03-15 00:00:00,98
Ohau at State Highway Bridge,2020-11-02 00:00:00,85
Ohau at State Highway Bridge,2020-11-08 00:00:00,350
Ohau at State Highway Bridge,2020-11-16 00:00:00,187
Ohau at State Highway Bridge,2020-11-22 00:00:00,1086
Ohau at State Highway Bridge,2020-11-30 00:00:00,259
Ohau at State Highway Bridge,2020-12-06 00:00:00,110
Ohau at State Highway Bridge,2020-12-14 00:00:00,52
Ohau at State Highway Bridge,2020-12-20 00:00:00,9
Ohau at State Highway Bridge,2020-12-28 00:00:00,98
Ohau at State Highway Bridge,2021-01-03 00:00:00,86
Ohau at State Highway Bridge,2021-01-11 00:00:00,108
Ohau at State Highway Bridge,2021-01-17 00:00:00,145
Ohau at State Highway Bridge,2021-01-26 00:00:00,109
Ohau at State Highway Bridge,2021-01-31 00:00:00,20
Ohau at State Highway Bridge,2021-02-09 00:00:00,86
Ohau at State Highway Bridge,2021-02-14 00:00:00,31
Ohau at State Highway Bridge,2021-02-22 00:00:00,63
Ohau at State Highway Bridge,2021-03-01 00:00:00,86
Ohau at State Highway Bridge,2021-03-08 00:00:00,437
Ohau at State Highway Bridge,2021-03-14 00:00:00,63
Ohau at State Highway Bridge,2021-03-28 00:00:00,52
Ohau at State Highway Bridge,2021-04-05 00:00:00,2610
Ohau at State Highway Bridge,2021-04-11 00:00:00,295
Ohau at State Highway Bridge,2021-04-19 00:00:00,86
Ohau at State Highway Bridge,2021-04-25 00:00:00,52
Ohau at State Highway Bridge,2021-11-02 00:00:00,41
Ohau at State Highway Bridge,2021-11-09 00:00:00,20
Ohau at State Highway Bridge,2021-11-15 00:00:00,754
Ohau at State Highway Bridge,2021-11-23 00:00:00,122
Ohau at State Highway Bridge,2021-11-30 00:00:00,1785
Ohau at State Highway Bridge,2021-12-07 00:00:00,24200
